date,day,weather,condition,climate,random1,random2,random3
2021-05-14, 火, 雨, tired, 25.269, 牛丼, バレーボール, 腹筋
2021-05-15, 水, 雷雨, bad, 4.401, 天丼, 野球, デッドリフト
2021-05-16, 木, 雨, good, 10.958, ハンバーガー, ラクロス, ダンベルカール
2021-05-17, 金, 雨, tired, -0.370, 天丼, バスケ, アームカール
2021-05-18, 土, 雨, bad, -4.050, ハンバーガー, サッカー, ラットプルダウン
2021-05-19, 日, 雲, exhausted, 2.100, とん丼, バスケ, デッドリフト
2021-05-20, 月, 雨, soso, 7.704, ハンバーガー, ラグビー, デッドリフト
2021-05-21, 火, 雷雨, good, 13.087, ハンバーガー, バスケ, デッドリフト
2021-05-22, 水, 雲, exhausted, -7.085, 牛丼, 野球, アームカール
2021-05-23, 木, 雨, exhausted, 28.149, 牛丼, バスケ, プルダウン
2021-05-24, 金, 晴, exhausted, -4.842, ししゃも, ラグビー, プルダウン
2021-05-25, 土, 雨, tired, -0.714, ハンバーガー, スキー, 腹筋
2021-05-26, 日, 雲, awesome, 8.195, トンカツ, テニス, アームカール
2021-05-27, 月, 晴, tired, 19.267, ハンバーガー, バスケ, 腹筋
2021-05-28, 火, 雷雨, bad, 14.560, ししゃも, バレーボール, 背筋
2021-05-29, 水, 雲, tired, 13.223, 牛丼, サッカー, 背筋
2021-05-30, 木, 雨, exhausted, 23.913, ハンバーガー, 野球, 腹筋
2021-05-31, 金, 雷雨, awesome, -6.318, ししゃも, ラグビー, プルダウン
2021-06-01, 土, 雲, awesome, 27.787, 天丼, スキー, 腹筋
2021-06-02, 日, 晴, bad, -1.111, ししゃも, バスケ, デッドリフト
2021-06-03, 月, 晴, tired, 2.197, ハンバーガー, テニス, アームカール
2021-06-04, 火, 雲, soso, 25.634, ハンバーガー, テニス, ラットプルダウン
2021-06-05, 水, 雨, bad, 22.217, 牛丼, 野球, デッドリフト
2021-06-06, 木, 雷雨, soso, 12.654, ししゃも, スキー, デッドリフト
2021-06-07, 金, 晴, exhausted, 0.923, トンカツ, サッカー, 腹筋
2021-06-08, 土, 雨, tired, 1.774, 牛丼, スキー, アームカール
2021-06-09, 日, 雲, soso, 13.082, トンカツ, 野球, ラットプルダウン
2021-06-10, 月, 雷雨, awesome, 26.211, 天丼, ラクロス, 腹筋
2021-06-11, 火, 晴, good, 21.635, 牛丼, 野球, 背筋
2021-06-12, 水, 晴, exhausted, 21.760, トンカツ, スキー, デッドリフト
2021-06-13, 木, 雨, bad, 20.870, トンカツ, ラクロス, アームカール
2021-06-14, 金, 晴, exhausted, -7.956, ししゃも, バスケ, ラットプルダウン
2021-06-15, 土, 雨, exhausted, -7.072, 天丼, サッカー, ダンベルカール
2021-06-16, 日, 雷雨, awesome, -3.646, 牛丼, ラクロス, ラットプルダウン
2021-06-17, 月, 雷雨, bad, -8.943, ししゃも, サッカー, プルダウン
2021-06-18, 火, 雲, exhausted, 15.649, ししゃも, テニス, デッドリフト
2021-06-19, 水, 晴, good, -2.370, 天丼, スキー, プルダウン
2021-06-20, 木, 雷雨, soso, 22.963, ししゃも, バレーボール, アームカール
2021-06-21, 金, 晴, good, -1.523, 牛丼, スキー, 背筋
2021-06-22, 土, 雷雨, exhausted, 23.566, とん丼, 野球, 背筋
2021-06-23, 日, 雲, awesome, -6.287, ししゃも, 野球, ダンベルカール
2021-06-24, 月, 晴, tired, 17.214, トンカツ, スキー, 背筋
2021-06-25, 火, 雨, soso, 4.374, ハンバーガー, バレーボール, 背筋
2021-06-26, 水, 雷雨, soso, 4.764, ししゃも, ラグビー, アームカール
2021-06-27, 木, 晴, exhausted, 12.079, ハンバーガー, バレーボール, プルダウン
2021-06-28, 金, 雨, good, 7.251, ししゃも, バレーボール, 腹筋
2021-06-29, 土, 雨, good, 24.127, トンカツ, サッカー, プルダウン
2021-06-30, 日, 雷雨, soso, 10.701, 天丼, テニス, アームカール
2021-07-01, 月, 雷雨, bad, -0.421, ハンバーガー, スキー, 背筋
2021-07-02, 火, 雲, soso, 29.380, ハンバーガー, ラクロス, アームカール
2021-07-03, 水, 雷雨, exhausted, 12.791, とん丼, ラグビー, ダンベルカール
2021-07-04, 木, 雨, bad, -4.398, トンカツ, バスケ, デッドリフト
2021-07-05, 金, 晴, exhausted, 9.495, 天丼, ラクロス, ラットプルダウン
2021-07-06, 土, 雲, exhausted, -8.679, とん丼, スキー, アームカール
2021-07-07, 日, 雲, tired, 19.486, 牛丼, サッカー, デッドリフト
2021-07-08, 月, 晴, exhausted, 5.742, 牛丼, ラクロス, プルダウン
2021-07-09, 火, 雨, exhausted, 13.503, 牛丼, ラクロス, デッドリフト
2021-07-10, 水, 雨, bad, 20.932, トンカツ, 野球, プルダウン
2021-07-11, 木, 晴, exhausted, 1.710, トンカツ, バスケ, プルダウン
2021-07-12, 金, 雲, bad, 25.062, とん丼, スキー, プルダウン
2021-07-13, 土, 雨, good, 18.897, ハンバーガー, スキー, ラットプルダウン
2021-07-14, 日, 晴, awesome, -4.590, とん丼, ラクロス, 背筋
2021-07-15, 月, 晴, awesome, -3.218, 天丼, ラグビー, 腹筋
2021-07-16, 火, 雲, tired, 26.201, ししゃも, バレーボール, 背筋
2021-07-17, 水, 雲, bad, -4.942, とん丼, スキー, プルダウン
2021-07-18, 木, 雷雨, tired, 4.715, 天丼, サッカー, ダンベルカール
2021-07-19, 金, 雨, tired, 17.554, ししゃも, スキー, ダンベルカール
2021-07-20, 土, 雷雨, bad, -6.283, ハンバーガー, スキー, アームカール
2021-07-21, 日, 晴, bad, 5.595, トンカツ, ラクロス, プルダウン
2021-07-22, 月, 晴, soso, 10.662, ハンバーガー, ラグビー, 背筋
2021-07-23, 火, 晴, tired, -9.886, ししゃも, バスケ, アームカール
2021-07-24, 水, 晴, soso, 3.812, トンカツ, ラクロス, 腹筋
2021-07-25, 木, 雨, bad, 24.169, ハンバーガー, サッカー, アームカール
2021-07-26, 金, 晴, tired, 12.673, とん丼, テニス, デッドリフト
2021-07-27, 土, 晴, tired, -3.265, ししゃも, ラグビー, 腹筋
2021-07-28, 日, 晴, tired, -9.656, 牛丼, バレーボール, 腹筋
2021-07-29, 月, 晴, tired, 29.416, トンカツ, バレーボール, デッドリフト
2021-07-30, 火, 雷雨, exhausted, -5.685, 天丼, 野球, 背筋
2021-07-31, 水, 雲, bad, -6.642, 牛丼, サッカー, ラットプルダウン
2021-08-01, 木, 雨, good, -6.851, 牛丼, サッカー, ラットプルダウン
2021-08-02, 金, 晴, awesome, 20.116, 天丼, 野球, 背筋
2021-08-03, 土, 雲, bad, 13.389, 牛丼, ラクロス, 腹筋
2021-08-04, 日, 雨, tired, 11.336, ハンバーガー, スキー, ダンベルカール
2021-08-05, 月, 晴, tired, 19.838, とん丼, ラクロス, 背筋
2021-08-06, 火, 晴, soso, 18.435, トンカツ, バスケ, 背筋
2021-08-07, 水, 雨, soso, 9.499, 天丼, ラクロス, 腹筋
2021-08-08, 木, 晴, good, 24.804, ハンバーガー, バスケ, デッドリフト
2021-08-09, 金, 雷雨, exhausted, 5.457, 天丼, テニス, ラットプルダウン
2021-08-10, 土, 雲, tired, 29.977, ししゃも, ラグビー, デッドリフト
2021-08-11, 日, 雷雨, bad, 12.168, 天丼, ラクロス, ダンベルカール
2021-08-12, 月, 雨, bad, -8.326, ししゃも, テニス, アームカール
2021-08-13, 火, 晴, exhausted, 9.016, ししゃも, 野球, ダンベルカール
2021-08-14, 水, 晴, soso, 5.277, ハンバーガー, サッカー, デッドリフト
2021-08-15, 木, 雷雨, exhausted, 21.890, ハンバーガー, ラグビー, ダンベルカール
2021-08-16, 金, 晴, soso, 29.208, ハンバーガー, バレーボール, アームカール
2021-08-17, 土, 雲, awesome, 28.087, ハンバーガー, サッカー, プルダウン
2021-08-18, 日, 晴, good, 29.433, ししゃも, 野球, ダンベルカール
2021-08-19, 月, 雲, soso, -4.154, ししゃも, テニス, ラットプルダウン
2021-08-20, 火, 雲, good, -2.952, ししゃも, 野球, アームカール
2021-08-21, 水, 雨, bad, -3.559, とん丼, サッカー, 背筋
2021-08-22, 木, 雲, awesome, -4.274, トンカツ, バスケ, デッドリフト
2021-08-23, 金, 雨, bad, 17.075, 天丼, バスケ, 背筋
2021-08-24, 土, 雲, bad, 25.875, 天丼, スキー, 背筋
2021-08-25, 日, 雲, good, 26.990, ハンバーガー, 野球, プルダウン
2021-08-26, 月, 雷雨, bad, 7.119, 牛丼, 野球, ラットプルダウン
2021-08-27, 火, 雲, exhausted, -7.259, 天丼, 野球, ダンベルカール
2021-08-28, 水, 晴, tired, 2.206, 牛丼, ラグビー, ラットプルダウン
2021-08-29, 木, 晴, awesome, 15.271, とん丼, テニス, 腹筋
2021-08-30, 金, 晴, good, -9.355, 牛丼, 野球, 背筋
2021-08-31, 土, 雷雨, good, 18.134, 牛丼, バスケ, 背筋
2021-09-01, 日, 雲, bad, 23.101, 牛丼, 野球, デッドリフト
2021-09-02, 月, 雲, exhausted, -4.580, ししゃも, テニス, ダンベルカール
2021-09-03, 火, 雲, tired, 22.168, とん丼, ラグビー, 腹筋
2021-09-04, 水, 雷雨, good, -9.478, 天丼, 野球, ダンベルカール
2021-09-05, 木, 雷雨, bad, 18.160, ハンバーガー, ラグビー, ラットプルダウン
2021-09-06, 金, 雨, bad, 15.872, とん丼, スキー, デッドリフト
2021-09-07, 土, 雷雨, good, 16.604, トンカツ, サッカー, ダンベルカール
2021-09-08, 日, 雨, soso, -7.611, とん丼, スキー, デッドリフト
2021-09-09, 月, 雲, good, 9.884, とん丼, スキー, 背筋
2021-09-10, 火, 晴, exhausted, 5.542, トンカツ, スキー, デッドリフト
2021-09-11, 水, 雨, good, 23.060, 牛丼, ラクロス, ダンベルカール
2021-09-12, 木, 雨, exhausted, 28.351, 牛丼, ラクロス, 背筋
2021-09-13, 金, 雷雨, tired, 20.759, 牛丼, バスケ, ラットプルダウン
2021-09-14, 土, 晴, good, 5.850, ハンバーガー, ラグビー, デッドリフト
2021-09-15, 日, 雷雨, bad, -5.545, とん丼, バスケ, 背筋
2021-09-16, 月, 晴, good, 11.300, ハンバーガー, サッカー, ダンベルカール
2021-09-17, 火, 雷雨, tired, -3.716, とん丼, 野球, ダンベルカール
2021-09-18, 水, 雨, awesome, -3.111, 天丼, スキー, 背筋
2021-09-19, 木, 雲, good, 19.625, ハンバーガー, テニス, ダンベルカール
2021-09-20, 金, 晴, soso, 27.489, 牛丼, サッカー, プルダウン
2021-09-21, 土, 雨, good, 7.987, 天丼, テニス, アームカール
2021-09-22, 日, 雷雨, good, 11.030, ハンバーガー, ラグビー, デッドリフト
2021-09-23, 月, 雷雨, soso, 5.253, とん丼, ラクロス, アームカール
2021-09-24, 火, 晴, awesome, 3.351, ししゃも, スキー, 腹筋
2021-09-25, 水, 雲, awesome, 7.224, ハンバーガー, テニス, ラットプルダウン
2021-09-26, 木, 雷雨, exhausted, 10.289, 天丼, スキー, プルダウン
2021-09-27, 金, 晴, tired, 16.118, とん丼, サッカー, アームカール
2021-09-28, 土, 雨, exhausted, 6.258, トンカツ, バレーボール, アームカール
2021-09-29, 日, 雨, awesome, 21.054, ししゃも, ラクロス, ラットプルダウン
2021-09-30, 月, 晴, tired, 18.323, トンカツ, テニス, 背筋
2021-10-01, 火, 雷雨, tired, 21.444, 天丼, バレーボール, アームカール
2021-10-02, 水, 雲, soso, 18.948, トンカツ, テニス, 背筋
2021-10-03, 木, 雷雨, good, 27.442, ハンバーガー, テニス, ダンベルカール
2021-10-04, 金, 雷雨, exhausted, -3.716, 天丼, 野球, ダンベルカール
2021-10-05, 土, 雨, soso, -2.575, トンカツ, バレーボール, プルダウン
2021-10-06, 日, 晴, tired, -3.748, ハンバーガー, バレーボール, 腹筋
2021-10-07, 月, 雲, tired, 20.017, トンカツ, ラグビー, ラットプルダウン
2021-10-08, 火, 晴, tired, 12.346, 牛丼, サッカー, アームカール
2021-10-09, 水, 雷雨, tired, 20.671, ハンバーガー, 野球, ラットプルダウン
2021-10-10, 木, 晴, soso, 20.207, 牛丼, サッカー, ダンベルカール
2021-10-11, 金, 雲, exhausted, 13.302, ハンバーガー, ラクロス, プルダウン
2021-10-12, 土, 雲, soso, 13.448, ししゃも, バレーボール, アームカール
2021-10-13, 日, 雨, soso, 13.437, トンカツ, ラグビー, 背筋
2021-10-14, 月, 雲, exhausted, -7.369, トンカツ, バレーボール, アームカール
2021-10-15, 火, 雲, awesome, -3.276, ししゃも, テニス, ラットプルダウン
2021-10-16, 水, 晴, good, 26.294, トンカツ, スキー, デッドリフト
2021-10-17, 木, 雷雨, awesome, 19.031, とん丼, バスケ, ダンベルカール
2021-10-18, 金, 雨, exhausted, 5.249, ハンバーガー, テニス, ダンベルカール
2021-10-19, 土, 雷雨, awesome, 27.772, 牛丼, サッカー, 腹筋
2021-10-20, 日, 雨, bad, 21.801, ハンバーガー, 野球, プルダウン
2021-10-21, 月, 雨, bad, -1.154, 天丼, サッカー, ラットプルダウン
2021-10-22, 火, 晴, good, 19.263, 牛丼, バスケ, 背筋
2021-10-23, 水, 晴, good, 27.654, トンカツ, ラクロス, 背筋
2021-10-24, 木, 雨, tired, 17.387, ハンバーガー, ラグビー, アームカール
2021-10-25, 金, 雨, exhausted, 1.703, ししゃも, スキー, デッドリフト
2021-10-26, 土, 晴, bad, -3.381, ハンバーガー, バレーボール, 背筋
2021-10-27, 日, 雷雨, soso, 15.582, ハンバーガー, ラクロス, デッドリフト
2021-10-28, 月, 晴, tired, -2.117, 牛丼, サッカー, ダンベルカール
2021-10-29, 火, 雲, exhausted, 2.669, 牛丼, バスケ, ダンベルカール
2021-10-30, 水, 雷雨, exhausted, 2.705, とん丼, バレーボール, プルダウン
2021-10-31, 木, 晴, awesome, 26.132, とん丼, ラクロス, 背筋
2021-11-01, 金, 雨, soso, -0.478, とん丼, ラクロス, ラットプルダウン
2021-11-02, 土, 晴, awesome, 4.071, ししゃも, ラグビー, ダンベルカール
2021-11-03, 日, 晴, awesome, 5.703, トンカツ, ラグビー, アームカール
2021-11-04, 月, 雨, good, 10.113, 牛丼, テニス, ラットプルダウン
2021-11-05, 火, 雨, exhausted, -3.477, 牛丼, バスケ, 背筋
2021-11-06, 水, 雨, exhausted, 5.689, ハンバーガー, バレーボール, デッドリフト
2021-11-07, 木, 雷雨, good, 1.717, ししゃも, バスケ, プルダウン
2021-11-08, 金, 雨, good, 26.342, とん丼, スキー, デッドリフト
2021-11-09, 土, 晴, bad, 17.820, 牛丼, ラクロス, ダンベルカール
2021-11-10, 日, 雨, awesome, 14.944, 天丼, バスケ, デッドリフト
2021-11-11, 月, 雲, awesome, 6.166, トンカツ, バレーボール, 背筋
2021-11-12, 火, 雷雨, tired, 7.878, ししゃも, ラクロス, 腹筋
2021-11-13, 水, 晴, exhausted, -2.404, 天丼, バレーボール, 腹筋
2021-11-14, 木, 晴, awesome, 22.928, ハンバーガー, サッカー, ダンベルカール
2021-11-15, 金, 晴, exhausted, 23.386, 天丼, バレーボール, 背筋
2021-11-16, 土, 雷雨, tired, -7.403, 牛丼, バスケ, 腹筋
2021-11-17, 日, 雲, good, 18.716, ハンバーガー, バレーボール, ラットプルダウン
2021-11-18, 月, 雲, soso, -4.397, 牛丼, ラクロス, デッドリフト
2021-11-19, 火, 晴, good, 13.204, 天丼, スキー, 背筋
2021-11-20, 水, 晴, exhausted, 9.282, ハンバーガー, サッカー, ダンベルカール
2021-11-21, 木, 晴, awesome, 29.961, 天丼, バレーボール, 背筋
2021-11-22, 金, 雨, good, 19.097, 天丼, バスケ, 背筋
2021-11-23, 土, 晴, good, 1.217, 牛丼, バレーボール, プルダウン
2021-11-24, 日, 雲, tired, 26.579, とん丼, 野球, アームカール
2021-11-25, 月, 雷雨, exhausted, 29.711, ハンバーガー, 野球, 腹筋
2021-11-26, 火, 雷雨, soso, 9.025, ハンバーガー, スキー, ダンベルカール
2021-11-27, 水, 雷雨, exhausted, -9.577, トンカツ, サッカー, 腹筋
2021-11-28, 木, 雷雨, good, -0.740, 天丼, 野球, 腹筋
2021-11-29, 金, 晴, soso, 1.230, 牛丼, バレーボール, デッドリフト
2021-11-30, 土, 雲, awesome, -7.768, とん丼, スキー, 腹筋
2021-12-01, 日, 雨, exhausted, 7.378, とん丼, スキー, ラットプルダウン
2021-12-02, 月, 雷雨, soso, 7.001, ハンバーガー, サッカー, ダンベルカール
2021-12-03, 火, 雨, bad, -7.287, トンカツ, 野球, アームカール
2021-12-04, 水, 雨, tired, 20.608, 天丼, ラグビー, 背筋
2021-12-05, 木, 雲, awesome, -1.393, ハンバーガー, サッカー, 腹筋
2021-12-06, 金, 晴, good, 8.168, トンカツ, テニス, 背筋
2021-12-07, 土, 雨, tired, 21.655, ししゃも, サッカー, 背筋
2021-12-08, 日, 雷雨, good, 8.484, ハンバーガー, ラグビー, プルダウン
2021-12-09, 月, 雨, awesome, 19.298, トンカツ, 野球, 背筋
2021-12-10, 火, 雲, awesome, 3.057, トンカツ, テニス, ダンベルカール
2021-12-11, 水, 雷雨, bad, 13.194, とん丼, サッカー, ダンベルカール
2021-12-12, 木, 晴, bad, -2.144, とん丼, バレーボール, 腹筋
2021-12-13, 金, 雷雨, exhausted, 3.789, トンカツ, ラクロス, 背筋
2021-12-14, 土, 雲, exhausted, -6.787, 牛丼, ラグビー, デッドリフト
2021-12-15, 日, 雲, awesome, 27.762, とん丼, テニス, デッドリフト
2021-12-16, 月, 晴, good, 3.876, 牛丼, ラクロス, ダンベルカール
2021-12-17, 火, 雷雨, soso, 20.875, ししゃも, バレーボール, アームカール
2021-12-18, 水, 雷雨, good, -8.403, ししゃも, バレーボール, ダンベルカール
2021-12-19, 木, 雷雨, soso, 20.566, 天丼, ラグビー, ラットプルダウン
2021-12-20, 金, 雷雨, bad, -4.851, とん丼, 野球, ラットプルダウン
2021-12-21, 土, 雨, tired, 20.754, トンカツ, ラクロス, 腹筋
2021-12-22, 日, 雨, good, 3.361, 牛丼, 野球, 背筋
2021-12-23, 月, 雨, awesome, 12.387, とん丼, 野球, プルダウン
2021-12-24, 火, 雨, good, -3.331, 牛丼, 野球, プルダウン
2021-12-25, 水, 雷雨, exhausted, 7.847, トンカツ, バレーボール, 腹筋
2021-12-26, 木, 雨, exhausted, 23.762, ししゃも, スキー, アームカール
2021-12-27, 金, 雲, awesome, 2.345, 天丼, テニス, デッドリフト
2021-12-28, 土, 雲, awesome, -5.532, ハンバーガー, スキー, デッドリフト
2021-12-29, 日, 雲, bad, -8.728, とん丼, 野球, 背筋
2021-12-30, 月, 雲, good, -8.859, 天丼, バスケ, ラットプルダウン
2021-12-31, 火, 晴, bad, 4.826, とん丼, 野球, プルダウン
2022-01-01, 水, 晴, tired, 2.152, とん丼, バレーボール, 背筋
2022-01-02, 木, 雲, tired, 1.701, トンカツ, ラグビー, ダンベルカール
2022-01-03, 金, 雨, good, 12.060, 天丼, サッカー, 背筋
2022-01-04, 土, 雲, awesome, 29.735, 天丼, ラクロス, アームカール
2022-01-05, 日, 雲, bad, 6.481, トンカツ, 野球, 背筋
2022-01-06, 月, 雲, bad, 1.507, ししゃも, テニス, ラットプルダウン
2022-01-07, 火, 晴, exhausted, -0.427, ししゃも, バスケ, プルダウン
2022-01-08, 水, 晴, bad, 6.234, ししゃも, スキー, 腹筋
2022-01-09, 木, 晴, bad, 8.615, 天丼, バレーボール, 背筋
2022-01-10, 金, 雷雨, bad, 15.489, 牛丼, バスケ, デッドリフト
2022-01-11, 土, 雷雨, awesome, 13.182, ししゃも, バスケ, 背筋
2022-01-12, 日, 雲, good, -4.771, トンカツ, サッカー, デッドリフト
2022-01-13, 月, 晴, tired, 0.115, トンカツ, サッカー, ラットプルダウン
2022-01-14, 火, 晴, soso, 24.959, トンカツ, サッカー, 背筋
2022-01-15, 水, 雨, exhausted, 25.479, ししゃも, サッカー, ラットプルダウン
2022-01-16, 木, 雲, exhausted, -3.104, トンカツ, ラグビー, ラットプルダウン
2022-01-17, 金, 雲, bad, -1.644, トンカツ, 野球, プルダウン
2022-01-18, 土, 雲, awesome, 8.287, 天丼, サッカー, 腹筋
2022-01-19, 日, 晴, good, -8.546, とん丼, スキー, 腹筋
2022-01-20, 月, 雨, tired, 4.842, 天丼, バレーボール, 背筋
2022-01-21, 火, 雨, bad, -3.514, 天丼, 野球, ダンベルカール
2022-01-22, 水, 晴, good, -1.473, 牛丼, ラクロス, ラットプルダウン
2022-01-23, 木, 雷雨, bad, 14.827, とん丼, ラクロス, アームカール
2022-01-24, 金, 雨, exhausted, 4.842, とん丼, スキー, ラットプルダウン
2022-01-25, 土, 雨, exhausted, -6.908, ししゃも, スキー, アームカール
2022-01-26, 日, 雷雨, soso, 21.879, とん丼, サッカー, ダンベルカール
2022-01-27, 月, 雲, tired, -6.407, 天丼, スキー, アームカール
2022-01-28, 火, 晴, awesome, -9.770, 牛丼, ラグビー, プルダウン
2022-01-29, 水, 雨, good, 13.935, ししゃも, バレーボール, 背筋
2022-01-30, 木, 雲, tired, 18.073, 牛丼, バスケ, ダンベルカール
2022-01-31, 金, 晴, awesome, 1.598, ししゃも, ラグビー, 腹筋
2022-02-01, 土, 雷雨, good, -5.625, 牛丼, バレーボール, 腹筋
2022-02-02, 日, 雷雨, tired, 7.794, ハンバーガー, バレーボール, 背筋
2022-02-03, 月, 雷雨, tired, 27.174, トンカツ, 野球, プルダウン
2022-02-04, 火, 雨, good, 18.857, 牛丼, バレーボール, 腹筋
2022-02-05, 水, 雲, tired, 27.202, 天丼, 野球, ラットプルダウン
2022-02-06, 木, 雨, awesome, 0.549, 天丼, バレーボール, 腹筋
2022-02-07, 金, 雷雨, bad, 15.211, ししゃも, スキー, プルダウン
2022-02-08, 土, 雨, bad, 27.765, 天丼, バスケ, ダンベルカール
2022-02-09, 日, 雲, exhausted, 29.047, 天丼, バスケ, アームカール
2022-02-10, 月, 晴, awesome, -2.376, とん丼, バレーボール, 背筋
2022-02-11, 火, 雨, awesome, 7.569, ハンバーガー, バスケ, 背筋
2022-02-12, 水, 雷雨, good, 1.747, トンカツ, サッカー, ダンベルカール
2022-02-13, 木, 雨, awesome, 9.029, ししゃも, サッカー, プルダウン
2022-02-14, 金, 雨, bad, -0.142, ししゃも, 野球, デッドリフト
2022-02-15, 土, 晴, soso, 8.525, ししゃも, 野球, ラットプルダウン
2022-02-16, 日, 晴, bad, 9.045, ハンバーガー, スキー, アームカール
2022-02-17, 月, 雷雨, exhausted, 25.469, ハンバーガー, バレーボール, プルダウン
2022-02-18, 火, 雷雨, exhausted, 23.184, とん丼, ラグビー, アームカール
2022-02-19, 水, 雷雨, good, 9.968, トンカツ, バレーボール, 背筋
2022-02-20, 木, 晴, exhausted, 6.987, 天丼, バレーボール, 背筋
2022-02-21, 金, 雷雨, exhausted, 13.349, ししゃも, 野球, 背筋
2022-02-22, 土, 雲, bad, 0.265, 牛丼, テニス, プルダウン
2022-02-23, 日, 晴, bad, 12.518, とん丼, スキー, ダンベルカール
2022-02-24, 月, 雲, good, 7.186, ハンバーガー, 野球, 背筋
2022-02-25, 火, 雷雨, bad, 28.795, ししゃも, バレーボール, プルダウン
2022-02-26, 水, 雨, bad, 29.352, ししゃも, テニス, ラットプルダウン
2022-02-27, 木, 晴, good, 0.150, 天丼, テニス, ラットプルダウン
2022-02-28, 金, 雨, bad, 26.209, ししゃも, バレーボール, ラットプルダウン
2022-03-01, 土, 晴, awesome, 21.159, 天丼, ラグビー, アームカール
2022-03-02, 日, 雷雨, tired, 15.619, とん丼, バスケ, アームカール
2022-03-03, 月, 晴, tired, 25.222, ししゃも, ラクロス, 腹筋
2022-03-04, 火, 晴, soso, 23.791, 天丼, 野球, アームカール
2022-03-05, 水, 雷雨, awesome, 26.737, 牛丼, バレーボール, プルダウン
2022-03-06, 木, 雲, bad, -5.365, ハンバーガー, サッカー, アームカール
2022-03-07, 金, 雨, soso, 25.146, ハンバーガー, バレーボール, プルダウン
2022-03-08, 土, 雲, exhausted, 0.110, ししゃも, バレーボール, 腹筋
2022-03-09, 日, 雨, tired, 6.654, トンカツ, 野球, 背筋
2022-03-10, 月, 雷雨, tired, -0.889, 天丼, バレーボール, デッドリフト
2022-03-11, 火, 雨, bad, 26.244, 牛丼, ラクロス, ラットプルダウン
2022-03-12, 水, 雨, good, -8.828, ハンバーガー, ラクロス, プルダウン
2022-03-13, 木, 雨, good, 10.061, トンカツ, ラグビー, ラットプルダウン
2022-03-14, 金, 雨, tired, 5.975, ししゃも, 野球, ダンベルカール
2022-03-15, 土, 雷雨, good, -9.197, 牛丼, 野球, 腹筋
2022-03-16, 日, 雨, good, -7.577, とん丼, 野球, プルダウン
2022-03-17, 月, 雲, bad, 7.140, 牛丼, バスケ, ダンベルカール
2022-03-18, 火, 晴, bad, -1.490, とん丼, バスケ, アームカール
2022-03-19, 水, 雷雨, awesome, 21.144, とん丼, バスケ, 腹筋
2022-03-20, 木, 雷雨, awesome, 8.196, トンカツ, ラクロス, ラットプルダウン
2022-03-21, 金, 雲, tired, 4.644, とん丼, サッカー, 背筋
2022-03-22, 土, 雷雨, tired, 4.159, トンカツ, スキー, 背筋
2022-03-23, 日, 晴, soso, 19.081, ししゃも, ラグビー, 腹筋
2022-03-24, 月, 雨, exhausted, -6.121, トンカツ, 野球, 背筋
2022-03-25, 火, 晴, soso, -4.840, 天丼, バレーボール, ダンベルカール
2022-03-26, 水, 雲, tired, 5.629, ハンバーガー, スキー, ダンベルカール
2022-03-27, 木, 雨, awesome, -5.347, ししゃも, ラクロス, ダンベルカール
2022-03-28, 金, 晴, good, 26.536, とん丼, 野球, デッドリフト
2022-03-29, 土, 雨, bad, 7.140, とん丼, サッカー, デッドリフト
2022-03-30, 日, 雨, good, 12.491, とん丼, バスケ, アームカール
2022-03-31, 月, 雨, bad, 3.201, 天丼, サッカー, アームカール
2022-04-01, 火, 雨, soso, 11.828, 牛丼, バレーボール, ラットプルダウン
2022-04-02, 水, 雲, soso, 16.599, ハンバーガー, テニス, 背筋
2022-04-03, 木, 雲, bad, 12.380, ハンバーガー, ラクロス, プルダウン
2022-04-04, 金, 雲, bad, 3.587, とん丼, テニス, 腹筋
2022-04-05, 土, 雷雨, bad, 5.163, ししゃも, サッカー, 腹筋
2022-04-06, 日, 雨, soso, -3.953, ししゃも, 野球, ラットプルダウン
2022-04-07, 月, 晴, tired, 7.724, トンカツ, スキー, 背筋
2022-04-08, 火, 雨, exhausted, 7.578, 牛丼, スキー, デッドリフト
2022-04-09, 水, 晴, exhausted, 27.113, ハンバーガー, バスケ, ラットプルダウン
2022-04-10, 木, 晴, awesome, 26.895, トンカツ, サッカー, プルダウン
2022-04-11, 金, 雨, exhausted, 26.639, ハンバーガー, スキー, デッドリフト
2022-04-12, 土, 雲, bad, -3.082, ししゃも, テニス, ラットプルダウン
2022-04-13, 日, 雨, good, 16.502, ししゃも, バスケ, 腹筋
2022-04-14, 月, 雲, bad, -9.995, 牛丼, サッカー, アームカール
2022-04-15, 火, 雲, bad, 27.503, トンカツ, ラグビー, アームカール
2022-04-16, 水, 晴, bad, 9.940, 天丼, ラグビー, デッドリフト
2022-04-17, 木, 雨, tired, 3.528, ししゃも, ラグビー, アームカール
2022-04-18, 金, 雲, exhausted, 24.683, とん丼, ラグビー, アームカール
2022-04-19, 土, 晴, bad, 3.297, ハンバーガー, 野球, アームカール
2022-04-20, 日, 晴, exhausted, 25.773, 牛丼, バスケ, ラットプルダウン
2022-04-21, 月, 雲, awesome, 18.738, 牛丼, サッカー, デッドリフト
2022-04-22, 火, 晴, tired, 12.795, 天丼, ラグビー, ラットプルダウン
2022-04-23, 水, 雨, tired, 0.191, 天丼, ラクロス, 背筋
2022-04-24, 木, 雲, soso, 24.216, 天丼, 野球, デッドリフト
